"","country","year","upop"
"762","Latin America & the Caribbean (IDA & IBRD countries)","X1962",50.63899289
"763","Middle East & North Africa (IDA & IBRD countries)","X1962",35.32129905
"764","Timor-Leste","X1962",10.511
"765","Tonga","X1962",18.312
"766","South Asia (IDA & IBRD)","X1962",17.05441032
"767","Sub-Saharan Africa (IDA & IBRD countries)","X1962",15.26036203
"768","Trinidad and Tobago","X1962",16.093
"769","Tunisia","X1962",38.391
"770","Turkey","X1962",32.598
"771","Tuvalu","X1962",17.008
"772","Tanzania","X1962",5.547
"773","Uganda","X1962",4.826
"774","Ukraine","X1962",48.294
"775","Upper middle income","X1962",29.01853583
"776","Uruguay","X1962",80.681
"777","United States","X1962",70.757
"778","Uzbekistan","X1962",34.5
"779","St. Vincent and the Grenadines","X1962",26.851
"780","Venezuela, RB","X1962",63.933
"781","British Virgin Islands","X1962",13.019
"782","Virgin Islands (U.S.)","X1962",59.241
"783","Vietnam","X1962",15.369
"784","Vanuatu","X1962",10.765
"785","West Bank and Gaza","X1962",NA
"786","World","X1962",34.51837488
"787","Samoa","X1962",19.061
"788","Yemen, Rep.","X1962",9.831
"789","South Africa","X1962",46.906
"790","Congo, Dem. Rep.","X1962",22.749
"791","Zambia","X1962",19.785
"792","Zimbabwe","X1962",13.082
"793","Aruba","X1963",50.73
"794","Andorra","X1963",65.872
"795","Afghanistan","X1963",9.11
"796","Angola","X1963",11.624
"797","Albania","X1963",31.086
"798","Arab World","X1963",33.55610275
"799","United Arab Emirates","X1963",76.093
"800","Argentina","X1963",75.309
"801","Armenia","X1963",53.889
"802","American Samoa","X1963",67.493
"803","Antigua and Barbuda","X1963",37.817
"804","Australia","X1963",82.727
"805","Austria","X1963",64.913
"806","Azerbaijan","X1963",51.764
"807","Burundi","X1963",2.193
"808","Belgium","X1963",92.835
"809","Benin","X1963",11.118
"810","Burkina Faso","X1963",4.993
"811","Bangladesh","X1963",5.727
"812","Bulgaria","X1963",42.23
"813","Bahrain","X1963",82.372
"814","Bahamas, The","X1963",61.926
"815","Bosnia and Herzegovina","X1963",21.209
"816","Belarus","X1963",35.822
"817","Belize","X1963",53.101
"818","Bermuda","X1963",100
"819","Bolivia","X1963",37.656
"820","Brazil","X1963",49.078
"821","Barbados","X1963",36.995
"822","Brunei Darussalam","X1963",48.92
"823","Bhutan","X1963",4.217
"824","Botswana","X1963",3.171
"825","Central African Republic","X1963",22.1
"826","Canada","X1963",71.307
"827","Central Europe and the Baltics","X1963",46.53409277
"828","Switzerland","X1963",52.946
"829","Channel Islands","X1963",37.909
"830","Chile","X1963",70.2
"831","China","X1963",17.757
"832","Cote d'Ivoire","X1963",21.575
"833","Cameroon","X1963",15.647
"834","Congo, Rep.","X1963",33.78
"835","Colombia","X1963",48.932
"836","Comoros","X1963",15.074
"837","Cabo Verde","X1963",17.503
"838","Costa Rica","X1963",34.606
"839","Caribbean small states","X1963",32.31394191
"840","Cuba","X1963",58.963
"841","Curacao","X1963",75.875
"842","Cayman Islands","X1963",100
"843","Cyprus","X1963",37.176
"844","Czech Republic","X1963",61.044
"845","Germany","X1963",71.826
"846","Djibouti","X1963",53.787
"847","Dominica","X1963",38.046
"848","Denmark","X1963",75.757
"849","Dominican Republic","X1963",33.061
"850","Algeria","X1963",34.662
"851","East Asia & Pacific (excluding high income)","X1963",18.3360098
"852","Early-demographic dividend","X1963",23.92140954
"853","East Asia & Pacific","X1963",24.11832817
"854","Europe & Central Asia (excluding high income)","X1963",47.16692474
"855","Europe & Central Asia","X1963",57.01109753
"856","Ecuador","X1963",35.606
"857","Egypt, Arab Rep.","X1963",38.977
"858","Euro area","X1963",63.62960675
"859","Eritrea","X1963",10.703
"860","Spain","X1963",59.306
"861","Estonia","X1963",59.836
"862","Ethiopia","X1963",7.104
"863","European Union","X1963",62.61936312
"864","Fragile and conflict affected situations","X1963",19.21967531
"865","Finland","X1963",57.998
"866","Fiji","X1963",31.403
"867","France","X1963",64.702
"868","Faroe Islands","X1963",23.805
"869","Micronesia, Fed. Sts.","X1963",23.042
"870","Gabon","X1963",20.923
"871","United Kingdom","X1963",78.099
"872","Georgia","X1963",44.544
"873","Ghana","X1963",24.915
"874","Gibraltar","X1963",100
"875","Guinea","X1963",11.919
"876","Gambia, The","X1963",12.862
"877","Guinea-Bissau","X1963",14.045
"878","Equatorial Guinea","X1963",26.323
"879","Greece","X1963",58.222
"880","Grenada","X1963",30.895
"881","Greenland","X1963",62.983
"882","Guatemala","X1963",33.086
"883","Guam","X1963",53.396
"884","Guyana","X1963",29.129
"885","High income","X1963",65.36896872
"886","Hong Kong SAR, China","X1963",85.867
"887","Honduras","X1963",24.491
"888","Heavily indebted poor countries (HIPC)","X1963",13.31609514
"889","Croatia","X1963",32.979
"890","Haiti","X1963",16.762
"891","Hungary","X1963",57.181
"892","IBRD only","X1963",27.85505592
"893","IDA & IBRD total","X1963",25.37815722
"894","IDA total","X1963",14.69979566
"895","IDA blend","X1963",19.68323769
"896","Indonesia","X1963",15.299
"897","IDA only","X1963",11.60563357
"898","Isle of Man","X1963",55.826
"899","India","X1963",18.405
"900","Not classified","X1963",NA
"901","Ireland","X1963",47.473
"902","Iran, Islamic Rep.","X1963",35.718
"903","Iraq","X1963",47.532
"904","Iceland","X1963",81.781
"905","Israel","X1963",79.502
"906","Italy","X1963",60.853
"907","Jamaica","X1963",35.985
"908","Jordan","X1963",53.565
"909","Japan","X1963",66.064
"910","Kazakhstan","X1963",45.847
"911","Kenya","X1963",8.038
"912","Kyrgyz Republic","X1963",35.178
"913","Cambodia","X1963",10.497
"914","Kiribati","X1963",18.233
"915","St. Kitts and Nevis","X1963",29.545
"916","Korea, Rep.","X1963",30.407
"917","Kosovo","X1963",NA
"918","Kuwait","X1963",77.511
"919","Latin America & Caribbean (excluding high income)","X1963",48.22529045
"920","Lao PDR","X1963",8.17
"921","Lebanon","X1963",47.475
"922","Liberia","X1963",20.664
"923","Libya","X1963",29.998
"924","St. Lucia","X1963",22.174
"925","Latin America & Caribbean","X1963",51.6731242
"926","Least developed countries: UN classification","X1963",10.41093273
"927","Low income","X1963",12.68663566
"928","Liechtenstein","X1963",19.89
"929","Sri Lanka","X1963",16.916
"930","Lower middle income","X1963",20.50681917
"931","Low & middle income","X1963",24.58666732
"932","Lesotho","X1963",5.029
"933","Late-demographic dividend","X1963",28.15579967
"934","Lithuania","X1963",42.434
"935","Luxembourg","X1963",70.953
"936","Latvia","X1963",55.253
"937","Macao SAR, China","X1963",95.773
"938","St. Martin (French part)","X1963",NA
"939","Morocco","X1963",30.846
"940","Monaco","X1963",100
"941","Moldova","X1963",25.856
"942","Madagascar","X1963",11.657
"943","Maldives","X1963",11.345
"944","Middle East & North Africa","X1963",37.25614015
"945","Mexico","X1963",53.265
"946","Marshall Islands","X1963",39.776
"947","Middle income","X1963",25.47323903
"948","Macedonia, FYR","X1963",37.75
"949","Mali","X1963",11.97
"950","Malta","X1963",89.948
"951","Myanmar","X1963",20.259
"952","Middle East & North Africa (excluding high income)","X1963",36.04549363
"953","Montenegro","X1963",20.993
"954","Mongolia","X1963",41.056
"955","Northern Mariana Islands","X1963",55.771
"956","Mozambique","X1963",5.345
"957","Mauritania","X1963",8.671
"958","Mauritius","X1963",35.056
"959","Malawi","X1963",4.694
"960","Malaysia","X1963",28.558
"961","North America","X1963",71.15636541
"962","Namibia","X1963",19.17
"963","New Caledonia","X1963",41.684
"964","Niger","X1963",6.259
"965","Nigeria","X1963",16.087
"966","Nicaragua","X1963",41.005
"967","Netherlands","X1963",60.387
"968","Norway","X1963",54.302
"969","Nepal","X1963",3.653
"970","Nauru","X1963",100
"971","New Zealand","X1963",77.73
"972","OECD members","X1963",63.97348466
"973","Oman","X1963",19.794
"974","Other small states","X1963",28.58240093
"975","Pakistan","X1963",23.002
"976","Panama","X1963",43.137
"977","Peru","X1963",49.632
"978","Philippines","X1963",31.077
"979","Palau","X1963",57.696
"980","Papua New Guinea","X1963",4.694
"981","Poland","X1963",49.326
"982","Pre-demographic dividend","X1963",14.46691985
"983","Puerto Rico","X1963",48.724
"984","Korea, Dem. People‰Ûªs Rep.","X1963",43.116
"985","Portugal","X1963",36.101
"986","Paraguay","X1963",35.916
"987","Pacific island small states","X1963",23.77630694
"988","Post-demographic dividend","X1963",64.7242825
"989","French Polynesia","X1963",45.389
"990","Qatar","X1963",86.5
"991","Romania","X1963",36.284
"992","Russian Federation","X1963",56.408
"993","Rwanda","X1963",2.766
"994","South Asia","X1963",17.24366117
"995","Saudi Arabia","X1963",35.011
"996","Sudan","X1963",12.262
"997","Senegal","X1963",24.973
"998","Singapore","X1963",100
"999","Solomon Islands","X1963",6.616
"1000","Sierra Leone","X1963",19.06
"1001","El Salvador","X1963",38.712
"1002","San Marino","X1963",52.206
"1003","Somalia","X1963",18.92
"1004","Serbia","X1963",NA
"1005","Sub-Saharan Africa (excluding high income)","X1963",15.58264522
"1006","South Sudan","X1963",8.714
"1007","Sub-Saharan Africa","X1963",15.58546288
"1008","Small states","X1963",29.37478781
"1009","Sao Tome and Principe","X1963",19.194
"1010","Suriname","X1963",47.372
"1011","Slovak Republic","X1963",35.483
"1012","Slovenia","X1963",30.776
"1013","Sweden","X1963",75.223
"1014","Swaziland","X1963",5.312
"1015","Sint Maarten (Dutch part)","X1963",100
"1016","Seychelles","X1963",30.877
"1017","Syrian Arab Republic","X1963",38.694
"1018","Turks and Caicos Islands","X1963",48.706
"1019","Chad","X1963",7.527
"1020","East Asia & Pacific (IDA & IBRD countries)","X1963",18.0096894
"1021","Europe & Central Asia (IDA & IBRD countries)","X1963",47.18641136
"1022","Togo","X1963",12.811
"1023","Thailand","X1963",20
"1024","Tajikistan","X1963",34.351
"1025","Turkmenistan","X1963",46.848
"1026","Latin America & the Caribbean (IDA & IBRD countries)","X1963",51.45681467
"1027","Middle East & North Africa (IDA & IBRD countries)","X1963",36.04549363
"1028","Timor-Leste","X1963",10.785
"1029","Tonga","X1963",18.701
"1030","South Asia (IDA & IBRD)","X1963",17.24366117
"1031","Sub-Saharan Africa (IDA & IBRD countries)","X1963",15.58546288
"1032","Trinidad and Tobago","X1963",15.493
"1033","Tunisia","X1963",38.833
"1034","Turkey","X1963",33.137
"1035","Tuvalu","X1963",17.587
"1036","Tanzania","X1963",5.704
"1037","Uganda","X1963",5.045
"1038","Ukraine","X1963",49.046
"1039","Upper middle income","X1963",29.64533188
"1040","Uruguay","X1963",80.899
"1041","United States","X1963",71.134
"1042","Uzbekistan","X1963",34.762
"1043","St. Vincent and the Grenadines","X1963",27.314
"1044","Venezuela, RB","X1963",64.977
"1045","British Virgin Islands","X1963",13.43
"1046","Virgin Islands (U.S.)","X1963",60.604
"1047","Vietnam","X1963",15.714
"1048","Vanuatu","X1963",10.95
"1049","West Bank and Gaza","X1963",NA
"1050","World","X1963",34.90855688
"1051","Samoa","X1963",19.141
"1052","Yemen, Rep.","X1963",10.216
"1053","South Africa","X1963",47.02
"1054","Congo, Dem. Rep.","X1963",22.976
"1055","Zambia","X1963",20.712
"1056","Zimbabwe","X1963",13.578
"1057","Aruba","X1964",50.715
"1058","Andorra","X1964",68.205
"1059","Afghanistan","X1964",9.426
"1060","Angola","X1964",12.058
"1061","Albania","X1964",31.158
"1062","Arab World","X1964",34.35648626
"1063","United Arab Emirates","X1964",76.919
"1064","Argentina","X1964",75.844
"1065","Armenia","X1964",54.758
"1066","American Samoa","X1964",67.916
"1067","Antigua and Barbuda","X1964",37.211
"1068","Australia","X1964",83.11
"1069","Austria","X1964",64.962
"1070","Azerbaijan","X1964",51.464
"1071","Burundi","X1964",2.233
"1072","Belgium","X1964",92.988
"1073","Benin","X1964",11.801
"1074","Burkina Faso","X1964",5.095
"1075","Bangladesh","X1964",5.964
"1076","Bulgaria","X1964",43.987
"1077","Bahrain","X1964",82.389
"1078","Bahamas, The","X1964",62.642
"1079","Bosnia and Herzegovina","X1964",22.004
"1080","Belarus","X1964",37
"1081","Belize","X1964",52.79
"1082","Bermuda","X1964",100
"1083","Bolivia","X1964",37.957
"1084","Brazil","X1964",50.059
"1085","Barbados","X1964",37.068
"1086","Brunei Darussalam","X1964",50.776
"1087","Bhutan","X1964",4.446
"1088","Botswana","X1964",3.318
"1089","Central African Republic","X1964",22.803
"1090","Canada","X1964",72.107
"1091","Central Europe and the Baltics","X1964",47.20874298
"1092","Switzerland","X1964",53.583
"1093","Channel Islands","X1964",37.646
"1094","Chile","X1964",70.955
"1095","China","X1964",18.299
"1096","Cote d'Ivoire","X1964",23.007
"1097","Cameroon","X1964",16.255
"1098","Congo, Rep.","X1964",34.524
"1099","Colombia","X1964",50.24
"1100","Comoros","X1964",16.004
"1101","Cabo Verde","X1964",17.787
"1102","Costa Rica","X1964",35.197
"1103","Caribbean small states","X1964",32.58061737
"1104","Cuba","X1964",59.15
"1105","Curacao","X1964",76.255
"1106","Cayman Islands","X1964",100
"1107","Cyprus","X1964",37.681
"1108","Czech Republic","X1964",61.532
"1109","Germany","X1964",71.891
"1110","Djibouti","X1964",54.952
"1111","Dominica","X1964",38.113
"1112","Denmark","X1964",76.409
"1113","Dominican Republic","X1964",34.044
"1114","Algeria","X1964",36.141
"1115","East Asia & Pacific (excluding high income)","X1964",18.81778022
"1116","Early-demographic dividend","X1964",24.26162509
"1117","East Asia & Pacific","X1964",24.59557086
"1118","Europe & Central Asia (excluding high income)","X1964",47.91707313
"1119","Europe & Central Asia","X1964",57.57115897
"1120","Ecuador","X1964",36.122
"1121","Egypt, Arab Rep.","X1964",39.331
"1122","Euro area","X1964",64.1893356
"1123","Eritrea","X1964",11.039
"1124","Spain","X1964",60.298
"1125","Estonia","X1964",60.596
"1126","Ethiopia","X1964",7.342
"1127","European Union","X1964",63.10996878
"1128","Fragile and conflict affected situations","X1964",19.76980989
"1129","Finland","X1964",58.832
"1130","Fiji","X1964",31.991
"1131","France","X1964",65.898
"1132","Faroe Islands","X1964",24.669
"1133","Micronesia, Fed. Sts.","X1964",23.289
"1134","Gabon","X1964",22.318
"1135","United Kingdom","X1964",77.96
"1136","Georgia","X1964",45.039
"1137","Ghana","X1964",25.488
"1138","Gibraltar","X1964",100
"1139","Guinea","X1964",12.439
"1140","Gambia, The","X1964",13.677
"1141","Guinea-Bissau","X1964",14.197
"1142","Equatorial Guinea","X1964",26.413
"1143","Greece","X1964",59.099
"1144","Grenada","X1964",31.085
"1145","Greenland","X1964",64.534
"1146","Guatemala","X1964",33.682
"1147","Guam","X1964",54.475
"1148","Guyana","X1964",29.169
"1149","High income","X1964",65.89405359
"1150","Hong Kong SAR, China","X1964",86.147
"1151","Honduras","X1964",25.094
"1152","Heavily indebted poor countries (HIPC)","X1964",13.71359851
"1153","Croatia","X1964",33.972
"1154","Haiti","X1964",17.168
"1155","Hungary","X1964",57.603
"1156","IBRD only","X1964",28.34728711
"1157","IDA & IBRD total","X1964",25.83379584
"1158","IDA total","X1964",15.02347359
"1159","IDA blend","X1964",20.00245594
"1160","Indonesia","X1964",15.543
"1161","IDA only","X1964",11.93768472
"1162","Isle of Man","X1964",56.066
"1163","India","X1964",18.595
"1164","Not classified","X1964",NA
"1165","Ireland","X1964",48.091
"1166","Iran, Islamic Rep.","X1964",36.391
"1167","Iraq","X1964",49.093
"1168","Iceland","X1964",82.256
"1169","Israel","X1964",80.232
"1170","Italy","X1964",61.35
"1171","Jamaica","X1964",36.74
"1172","Jordan","X1964",53.914
"1173","Japan","X1964",66.972
"1174","Kazakhstan","X1964",46.4
"1175","Kenya","X1964",8.318
"1176","Kyrgyz Republic","X1964",35.515
"1177","Cambodia","X1964",10.662
"1178","Kiribati","X1964",18.92
"1179","St. Kitts and Nevis","X1964",30.197
"1180","Korea, Rep.","X1964",31.372
"1181","Kosovo","X1964",NA
"1182","Kuwait","X1964",78.341
"1183","Latin America & Caribbean (excluding high income)","X1964",49.11526064
"1184","Lao PDR","X1964",8.246
"1185","Lebanon","X1964",49.207
"1186","Liberia","X1964",21.378
"1187","Libya","X1964",30.924
"1188","St. Lucia","X1964",22.416
"1189","Latin America & Caribbean","X1964",52.48063873
"1190","Least developed countries: UN classification","X1964",10.70686898
"1191","Low income","X1964",13.00857566
"1192","Liechtenstein","X1964",19.679
"1193","Sri Lanka","X1964",17.267
"1194","Lower middle income","X1964",20.77933306
"1195","Low & middle income","X1964",25.04946345
"1196","Lesotho","X1964",5.661
"1197","Late-demographic dividend","X1964",28.73604979
"1198","Lithuania","X1964",43.441
"1199","Luxembourg","X1964",71.459
"1200","Latvia","X1964",56.045
"1201","Macao SAR, China","X1964",95.98
"1202","St. Martin (French part)","X1964",NA
"1203","Morocco","X1964",31.353
"1204","Monaco","X1964",100
"1205","Moldova","X1964",26.703
"1206","Madagascar","X1964",12.014
"1207","Maldives","X1964",11.404
"1208","Middle East & North Africa","X1964",38.0601531
"1209","Mexico","X1964",54.1
"1210","Marshall Islands","X1964",41.214
"1211","Middle income","X1964",25.94620909
"1212","Macedonia, FYR","X1964",39.047
"1213","Mali","X1964",12.286
"1214","Malta","X1964",89.886
"1215","Myanmar","X1964",20.613
"1216","Middle East & North Africa (excluding high income)","X1964",36.78063078
"1217","Montenegro","X1964",21.77
"1218","Mongolia","X1964",41.585
"1219","Northern Mariana Islands","X1964",57.274
"1220","Mozambique","X1964",5.555
"1221","Mauritania","X1964",9.357
"1222","Mauritius","X1964",36.023
